           0    -0.215303
 0.000732422    -0.259504
  0.00146484    -0.328989
  0.00219727     0.297685
  0.00292969    -0.193796
  0.00366211    -0.239322
  0.00439453     0.251256
  0.00512695     0.194049
  0.00585938     0.517037
   0.0065918     0.324284
  0.00732422     0.275907
  0.00805664     0.552278
  0.00878906   -0.0470773
  0.00952148     0.389676
   0.0102539      0.26885
   0.0109863    0.0783837
   0.0117188     0.920368
   0.0124512     0.669633
   0.0131836     0.497351
    0.013916     0.434813
   0.0146484     0.332133
   0.0153809     0.749946
   0.0161133     0.837489
   0.0168457     0.721942
   0.0175781     0.937576
   0.0183105      1.15447
    0.019043      1.16855
   0.0197754     0.818524
   0.0205078     0.408324
   0.0212402     0.375803
   0.0219727      1.02386
   0.0227051     0.771326
   0.0234375     0.666685
   0.0241699      1.21734
   0.0249023     0.563543
   0.0256348     0.939494
   0.0263672       1.4167
   0.0270996      1.22557
    0.027832      1.51641
   0.0285645      1.28871
   0.0292969     0.876958
   0.0300293      1.09157
   0.0307617      1.11243
   0.0314941      1.07353
   0.0322266     0.697137
    0.032959      1.56944
   0.0336914      1.31239
   0.0344238     0.750346
   0.0351562      1.34432
   0.0358887     0.887449
   0.0366211      1.23538
   0.0373535      1.69924
   0.0380859      1.63281
   0.0388184      1.04098
   0.0395508      1.36206
   0.0402832       1.4841
   0.0410156      1.08206
    0.041748      1.39021
   0.0424805      1.13529
   0.0432129      1.29621
   0.0439453      1.54508
   0.0446777      1.91155
   0.0454102      1.79336
   0.0461426      1.91112
    0.046875      1.80187
   0.0476074      2.00362
   0.0483398      1.47117
   0.0490723      1.81307
   0.0498047      1.79776
   0.0505371      1.53034
   0.0512695      1.61885
    0.052002      2.16622
   0.0527344      2.08797
   0.0534668      2.17203
   0.0541992      1.65533
   0.0549316      2.17565
   0.0556641      2.10711
   0.0563965       2.3086
   0.0571289      2.24227
   0.0578613      1.74325
   0.0585938      1.46356
   0.0593262        1.721
   0.0600586      1.66185
    0.060791       2.2919
   0.0615234      1.93384
   0.0622559      2.17226
   0.0629883      1.90102
   0.0637207      2.11776
   0.0644531      1.64136
   0.0651855      2.09238
    0.065918      2.44743
   0.0666504      2.19744
   0.0673828      1.99269
   0.0681152      2.20748
   0.0688477      2.05337
   0.0695801      1.71769
   0.0703125      2.11274
   0.0710449      2.40489
   0.0717773      2.39003
   0.0725098       1.7489
   0.0732422      1.75295
   0.0739746      1.80614
    0.074707      2.69212
   0.0754395      2.59788
   0.0761719      2.71531
   0.0769043      2.06498
   0.0776367      2.47167
   0.0783691       2.5014
   0.0791016      2.03362
    0.079834      2.35526
   0.0805664      1.86749
   0.0812988      2.10177
   0.0820312      2.66283
   0.0827637      2.09812
   0.0834961       1.9449
   0.0842285       2.1306
   0.0849609      2.78725
   0.0856934      2.34595
   0.0864258      2.73181
   0.0871582      2.89571
   0.0878906      2.88935
    0.088623      2.61441
   0.0893555      2.51274
   0.0900879      2.28629
   0.0908203      2.21105
   0.0915527      2.94045
   0.0922852      2.36374
   0.0930176      2.66924
     0.09375      2.67673
   0.0944824      2.07137
   0.0952148       2.7222
   0.0959473      2.72048
   0.0966797       2.1553
   0.0974121      2.67938
   0.0981445      2.57094
    0.098877      2.11099
   0.0996094       2.9728
    0.100342      2.25939
    0.101074      2.81778
    0.101807      2.20068
    0.102539      2.79807
    0.103271      2.85811
    0.104004      2.46499
    0.104736      2.61341
    0.105469      2.09899
    0.106201      2.54318
    0.106934       2.8681
    0.107666      2.00141
    0.108398      2.99566
    0.109131      2.69807
    0.109863       2.9872
    0.110596      2.96729
    0.111328      2.38723
    0.112061      2.56745
    0.112793      2.31412
    0.113525      2.65214
    0.114258      2.55535
     0.11499      2.71919
    0.115723      2.35687
    0.116455      2.26201
    0.117188      2.81521
     0.11792      2.09872
    0.118652      1.99742
    0.119385      1.98101
    0.120117      2.78443
     0.12085      2.57082
    0.121582      2.09087
    0.122314      2.75278
    0.123047      2.82272
    0.123779       2.8984
    0.124512      1.94074
    0.125244      2.60586
    0.125977      2.73965
    0.126709      2.38722
    0.127441       2.1994
    0.128174      2.81768
    0.128906      1.90862
    0.129639      2.04517
    0.130371      2.79649
    0.131104      1.88167
    0.131836      2.72091
    0.132568       2.7619
    0.133301      1.82798
    0.134033      2.08825
    0.134766      2.31082
    0.135498      2.12518
     0.13623      2.72536
    0.136963      1.85329
    0.137695       1.8339
    0.138428      2.07443
     0.13916      2.11044
    0.139893      2.64745
    0.140625      2.17494
    0.141357      2.11337
     0.14209      2.63793
    0.142822      1.97308
    0.143555      1.70236
    0.144287       1.7517
     0.14502      1.75374
    0.145752      2.55819
    0.146484      1.68867
    0.147217      1.73877
    0.147949      2.21431
    0.148682      2.48479
    0.149414       2.1889
    0.150146       2.4833
    0.150879      2.37897
    0.151611      2.18117
    0.152344      1.61951
    0.153076      2.27411
    0.153809      2.16933
    0.154541      2.45498
    0.155273      2.15887
    0.156006      2.12869
    0.156738      1.68335
    0.157471      1.61876
    0.158203      1.41212
    0.158936      1.57634
    0.159668      1.64927
      0.1604      1.43306
    0.161133      1.84782
    0.161865      1.96698
    0.162598       2.2982
     0.16333      2.25108
    0.164062      1.31949
    0.164795      2.18628
    0.165527      1.48553
     0.16626      1.29463
    0.166992      2.22234
    0.167725       1.5354
    0.168457      2.16092
    0.169189      1.23125
    0.169922      1.60673
    0.170654      1.72028
    0.171387      2.07375
    0.172119      1.16618
    0.172852      1.58713
    0.173584      1.84945
    0.174316       1.7574
    0.175049      1.63019
    0.175781      1.56075
    0.176514      1.37773
    0.177246      1.55012
    0.177979      1.19868
    0.178711     0.999732
    0.179443      1.74117
    0.180176      1.33967
    0.180908     0.948754
    0.181641      1.86921
    0.182373      1.55559
    0.183105     0.963517
    0.183838      1.31392
     0.18457      1.13478
    0.185303     0.889357
    0.186035       1.2082
    0.186768      1.11313
      0.1875     0.750273
    0.188232      1.38424
    0.188965      1.11426
    0.189697      1.69521
     0.19043      1.65843
    0.191162      1.03025
    0.191895     0.697909
    0.192627      1.05308
    0.193359        1.555
    0.194092     0.592776
    0.194824      1.05709
    0.195557     0.996772
    0.196289      1.31374
    0.197021      0.70295
    0.197754     0.532433
    0.198486     0.797042
    0.199219      1.02038
    0.199951      1.03946
    0.200684     0.969888
    0.201416      1.01159
    0.202148     0.789464
    0.202881      1.33582
    0.203613      1.00405
    0.204346     0.719877
    0.205078     0.970148
    0.205811      1.06388
    0.206543      1.14772
    0.207275      1.23648
    0.208008      1.10245
     0.20874       0.5228
    0.209473       0.5342
    0.210205      1.05502
    0.210938      1.12708
     0.21167     0.886246
    0.212402      1.00577
    0.213135       1.0588
    0.213867     0.207544
      0.2146      1.01248
    0.215332     0.438438
    0.216064     0.106851
    0.216797     0.967296
    0.217529     0.875294
    0.218262     0.501096
    0.218994     0.696194
    0.219727      1.01107
    0.220459     0.484003
    0.221191     0.961327
    0.221924     0.517133
    0.222656    0.0266901
    0.223389     0.451963
    0.224121    0.0669509
    0.224854     0.371819
    0.225586     0.360837
    0.226318      0.66141
    0.227051       0.6994
    0.227783   -0.0440669
    0.228516      0.36743
    0.229248     0.506385
     0.22998    -0.131246
    0.230713     0.163226
    0.231445     0.739479
    0.232178     0.130123
     0.23291   -0.0377772
    0.233643     0.627263
    0.234375    -0.206274
    0.235107    -0.238078
     0.23584     0.496493
    0.236572     -0.17189
    0.237305     0.617567
    0.238037    -0.205665
     0.23877    -0.189488
    0.239502     0.476468
    0.240234     0.577192
    0.240967     0.235031
    0.241699     0.111846
    0.242432     0.543109
    0.243164     -0.31057
    0.243896    0.0590153
    0.244629     0.061423
    0.245361    -0.267472
    0.246094       0.5425
    0.246826     0.174894
    0.247559     0.165748
    0.248291   -0.0205011
    0.249023   -0.0728945
    0.249756   -0.0295338
    0.250488    0.0551409
    0.251221     0.428508
    0.251953    -0.375042
    0.252686    0.0860049
    0.253418    -0.232286
     0.25415    -0.445848
    0.254883     0.419442
    0.255615   -0.0532887
    0.256348     0.411509
     0.25708    -0.543559
    0.257812   -0.0350581
    0.258545     0.177201
    0.259277    -0.433505
     0.26001    -0.122952
    0.260742     0.278521
    0.261475    -0.303713
    0.262207    -0.315061
    0.262939     0.199124
    0.263672     0.286563
    0.264404     0.163707
    0.265137     0.120674
    0.265869    -0.634205
    0.266602    -0.376277
    0.267334    -0.405865
    0.268066    -0.478764
    0.268799    -0.400154
    0.269531     0.213199
    0.270264     0.141534
    0.270996    0.0441073
    0.271729    -0.384889
    0.272461    -0.403317
    0.273193    -0.406364
    0.273926    -0.452457
    0.274658    -0.265073
    0.275391     0.202118
    0.276123    -0.153249
    0.276855    -0.170583
    0.277588     0.170566
     0.27832    -0.649038
    0.279053    -0.193257
    0.279785     0.200966
    0.280518    -0.102173
     0.28125    -0.426347
    0.281982    -0.635223
    0.282715    -0.620379
    0.283447    -0.535829
     0.28418    -0.319868
    0.284912     -0.30948
    0.285645    -0.704033
