           0     0.152593
  0.00292969   -0.0827568
  0.00585938     0.634717
  0.00878906     0.791839
   0.0117188     0.874566
   0.0146484     0.215468
   0.0175781     0.248159
   0.0205078     0.663693
   0.0234375     0.832876
   0.0263672     0.502763
   0.0292969     0.739239
   0.0322266     0.709293
   0.0351562      1.25865
   0.0380859      1.08265
   0.0410156      1.77888
   0.0439453      1.39288
    0.046875       2.0694
   0.0498047      1.74367
   0.0527344      2.07757
   0.0556641      1.99552
   0.0585938      1.70799
   0.0615234      1.89694
   0.0644531      2.38433
   0.0673828      2.08209
   0.0703125      1.87829
   0.0732422      2.65635
   0.0761719       2.6852
   0.0791016      1.83079
   0.0820312       2.3412
   0.0849609      2.39367
   0.0878906      2.21932
   0.0908203      2.08287
     0.09375      2.77631
   0.0966797      2.19596
   0.0996094      2.09361
    0.102539      2.74747
    0.105469      2.38669
    0.108398      2.19691
    0.111328      2.14765
    0.114258       2.8391
    0.117188      2.20419
    0.120117      2.27858
    0.123047      2.82967
    0.125977      2.63633
    0.128906      2.42978
    0.131836      2.57519
    0.134766       1.8972
    0.137695      2.27196
    0.140625      2.00005
    0.143555      2.56815
    0.146484      1.77701
    0.149414      2.13783
    0.152344      1.81937
    0.155273       2.4445
    0.158203      1.43644
    0.161133      1.85214
    0.164062      2.19798
    0.166992       2.1662
    0.169922      1.67977
    0.172852       1.4932
    0.175781      1.47603
    0.178711      1.78237
    0.181641      1.43146
     0.18457      1.08486
      0.1875     0.792989
     0.19043      1.32685
    0.193359     0.626204
    0.196289     0.970553
    0.199219       1.3165
    0.202148     0.573257
    0.205078      0.62044
    0.208008     0.347499
    0.210938     0.699198
    0.213867     0.322435
    0.216797     0.885428
    0.219727    0.0640096
    0.222656     0.870131
    0.225586     0.796477
    0.228516     0.394886
    0.231445   -0.0222778
    0.234375      0.52417
    0.237305     0.386642
    0.240234     0.388512
    0.243164    -0.322469
    0.246094      0.22878
    0.249023     0.288655
    0.251953    0.0616499
    0.254883     0.029006
    0.257812     0.129153
    0.260742    -0.510668
    0.263672     0.345074
    0.266602    -0.495872
    0.269531     0.247633
    0.272461    -0.169865
    0.275391    -0.279278
     0.27832     0.250737
     0.28125    -0.554486
     0.28418    -0.286321
    0.287109    -0.334122
    0.290039    -0.716164
    0.292969    -0.114808
    0.295898   -0.0399911
    0.298828     -0.62073
    0.301758    -0.594807
    0.304688     0.174561
    0.307617     0.226401
    0.310547      -0.5014
    0.313477     0.139733
    0.316406     0.181366
    0.319336     0.113083
    0.322266     0.395691
    0.325195    0.0398179
    0.328125    -0.112649
    0.331055     0.222364
    0.333984     0.203146
    0.336914    -0.353417
    0.339844    0.0830702
    0.342773    -0.124669
    0.345703      0.32144
    0.348633    -0.109817
    0.351562    0.0714944
    0.354492      0.39896
    0.357422     0.149107
    0.360352    0.0930117
    0.363281    0.0188182
    0.366211     0.672163
    0.369141       0.1555
     0.37207      0.28235
       0.375      0.20703
     0.37793       0.6427
    0.380859      0.38468
    0.383789     0.905005
    0.386719     0.406988
    0.389648     0.557029
    0.392578    0.0894873
    0.395508     0.344571
    0.398438     0.527827
    0.401367     0.311629
    0.404297     0.184893
    0.407227     0.384867
    0.410156      1.07366
    0.413086     0.201128
    0.416016      1.01531
    0.418945     0.520357
    0.421875     0.950363
    0.424805      0.71181
    0.427734     0.625892
    0.430664     0.457274
    0.433594     0.975322
    0.436523     0.299471
    0.439453     0.663337
    0.442383     0.326386
    0.445312     0.941801
    0.448242      1.01988
    0.451172     0.591339
    0.454102    0.0976486
    0.457031     0.794904
    0.459961     0.816409
    0.462891     0.417312
     0.46582   0.00815997
     0.46875     0.435552
     0.47168     0.750081
    0.474609    -0.165547
    0.477539     0.738694
    0.480469     0.179906
    0.483398    -0.224747
    0.486328   -0.0849352
    0.489258     0.522073
    0.492188    -0.114106
    0.495117    -0.114159
    0.498047    -0.318045
    0.500977     -0.27399
    0.503906    -0.152772
    0.506836    -0.546285
    0.509766   0.00141492
    0.512695    -0.446331
    0.515625   -0.0749317
    0.518555    -0.607252
    0.521484    -0.215296
    0.524414     -0.31513
    0.527344     -0.51021
    0.530273    -0.738967
    0.533203    -0.158044
    0.536133    -0.717771
    0.539062    -0.846337
    0.541992     -0.66976
    0.544922     -0.69696
    0.547852    -0.100124
    0.550781    -0.872058
    0.553711    -0.266635
    0.556641      -1.0456
     0.55957    -0.355277
      0.5625    -0.399058
     0.56543     -1.05611
    0.568359    -0.422855
    0.571289    -0.985717
    0.574219     -1.00684
    0.577148    -0.192439
    0.580078     -1.10636
    0.583008    -0.721277
    0.585938    -0.864239
