2	0.254886
3	0.178622
4	0.138018
5	0.112581
6	0.095101
7	0.082337
8	0.072600
9	0.064928
10	0.058724
11	0.053605
12	0.049306
13	0.045647
14	0.042494
15	0.039748
16	0.037337
17	0.035200
18	0.033295
19	0.031587
20	0.030045
21	0.028646
22	0.027371
23	0.026206
24	0.025136
25	0.024149
26	0.023240
27	0.022393
28	0.021607
29	0.020873
30	0.020190
31	0.019549
32	0.018947
33	0.018382
34	0.017848
35	0.017344
36	0.016871
37	0.016419
38	0.015993
39	0.015586
40	0.015206
41	0.014838
42	0.014485
43	0.014157
44	0.013836
45	0.013533
46	0.013243
47	0.012961
48	0.012696
49	0.012440
50	0.012195
51	0.011955
52	0.011726
53	0.011506
54	0.011295
55	0.011095
56	0.010900
57	0.010711
58	0.010521
59	0.010346
60	0.010176
61	0.010010
62	0.009849
63	0.009694
64	0.009547
65	0.009403
66	0.009258
67	0.009124
68	0.008986
69	0.008862
70	0.008735
71	0.008612
72	0.008493
73	0.008380
74	0.008266
75	0.008153
76	0.008048
77	0.007942
78	0.007842
79	0.007745
80	0.007643
81	0.007555
82	0.007463
83	0.007370
84	0.007281
85	0.007200
86	0.007119
87	0.007036
88	0.006952
89	0.006879
90	0.006805
91	0.006731
92	0.006652
93	0.006580
94	0.006515
95	0.006449
96	0.006376
97	0.006315
98	0.006251
99	0.006187
100	0.006127


2	0.562915
4	0.391618
6	0.318015
8	0.274638
10	0.245222
12	0.223596
14	0.206837
16	0.193355
18	0.182207
20	0.172787
22	0.164692
24	0.157638
26	0.151418
28	0.145881
30	0.140910
32	0.136415
34	0.132324
36	0.128580
38	0.125138
40	0.121957
42	0.119008
44	0.116262
46	0.113698
48	0.111297
50	0.109042
52	0.106918
54	0.104914
56	0.103018
58	0.101222
60	0.099516
62	0.097894
64	0.096349
66	0.094875
68	0.093466
70	0.092118
72	0.090827
74	0.089589
76	0.088400
78	0.087257
80	0.086157
82	0.085098
84	0.084077
86	0.083092
88	0.082141
90	0.081221
92	0.080332
94	0.079472
96	0.078638
98	0.077830
100	0.077047


2	0.915146
3	0.294093
4	0.108139
5	0.104861
6	0.076642
7	0.055665
8	0.043693
9	0.035004
10	0.028648
11	0.023886
12	0.020217
13	0.017332
14	0.015023
15	0.013147
16	0.011601
17	0.010313
18	0.009228
19	0.008305
20	0.007515
21	0.006832
22	0.006238
23	0.005718
24	0.005261
25	0.004856
26	0.004496
27	0.004175
28	0.003887
29	0.003628
30	0.003394
31	0.003182
32	0.002989
33	0.002813
34	0.002653
35	0.002505
36	0.002370
37	0.002245
38	0.002130
39	0.002023
40	0.001925
41	0.001833
42	0.001748
43	0.001669
44	0.001595
45	0.001525
46	0.001460
47	0.001399
48	0.001342
49	0.001288
50	0.001238
51	0.001190
52	0.001145
53	0.001103
54	0.001063
55	0.001025
56	0.000989
57	0.000955
58	0.000922
59	0.000892
60	0.000862
61	0.000835
62	0.000808
63	0.000783
64	0.000759
65	0.000736
66	0.000714
67	0.000693
68	0.000673
69	0.000654
70	0.000635
71	0.000617
72	0.000601
73	0.000584
74	0.000569
75	0.000554
76	0.000539
77	0.000526
78	0.000512
79	0.000499
80	0.000487
81	0.000475
82	0.000464
83	0.000453
84	0.000442
85	0.000432
86	0.000422
87	0.000412
88	0.000403
89	0.000394
90	0.000386
91	0.000377
92	0.000369
93	0.000361
94	0.000353
95	0.000346
96	0.000339
97	0.000332
98	0.000325
99	0.000319
100	0.000313


2	0.089935
3	0.072124
4	0.032680
5	0.008442
6	0.000480
7	0.001924
8	0.001225
9	0.000481
10	0.000106
11	0.000014
12	0.000028
13	0.000016
14	0.000006
15	0.000001
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
